feature1,feature2,feature3,feature4,feature5,target
8.239900940026954501e+00,1.497626021901943272e-01,4.573886987858109876e+00,6.443971409505681258e+00,6.037948202559639821e-01,2.898508241770092297e+01
6.147627506164866418e+00,9.444041214695561237e+00,1.602599201365950687e+00,7.296113830353528229e+00,6.090938979435433609e+00,4.556622030296950498e+01
1.851163888792305423e+00,6.203414709366028568e-02,9.284450505927077657e-02,5.320924091720286242e+00,9.427794095611934821e+00,2.412974250983003444e+01
6.442986274656123946e+00,7.142998462937436344e+00,4.938654869205371334e+00,5.818889426345697835e+00,1.263675253306034696e+00,3.592995193527613651e+01
8.768206204006308013e+00,7.607926286668018179e+00,9.981989528446096216e+00,2.977229475556213423e+00,2.270177717960578434e+00,4.110487880434572361e+01
1.251616579613429314e+00,9.642097566160447997e+00,7.808851846280235875e+00,1.663246137196386920e+00,5.526864711082138726e+00,2.803515812282111241e+01
4.137682080672767881e+00,1.514860078061928128e+00,1.620729850299654773e+00,9.634699947451856872e+00,3.049641829577222296e+00,2.959357875508973379e+01
9.414392916839432246e+00,7.561067306508439945e-01,4.608030422931905790e+00,1.296190485167600936e+00,4.787385241172170680e-02,2.365275100175785994e+01
5.537660737060765115e+00,1.138941048113634169e+00,7.220245309336796424e+00,6.981163757068995501e+00,1.763329074644891525e+00,2.931689825629451462e+01
9.417421432655165958e+00,7.210434084324895743e+00,2.979702641569299537e+00,7.092337639507906744e+00,7.319302776815359124e+00,5.051150987843062978e+01
3.422263312509605804e+00,3.755885624614592189e+00,3.591065076533000777e+00,6.166184435520740692e+00,9.004101465401793902e+00,3.266896056094369527e+01
1.731932362285876215e+00,8.751996098363184373e+00,2.765315650534250214e-01,6.603385959782224646e+00,4.144388731896942346e+00,3.040715667976870051e+01
7.912815522324937234e+00,7.211981129309029903e+00,4.801078071451839513e+00,6.438640367225967331e+00,5.017731306999452023e+00,4.592622054224617045e+01
8.115184706218832034e+00,4.760839859682319819e+00,5.231559899920758205e+00,2.505205864171785812e+00,6.050430168104723450e+00,3.440230141629145066e+01
3.029048086698350239e+00,5.772840145429820602e+00,1.696781155740698654e+00,1.594690923411588024e+00,4.170297411919935193e+00,2.289738765682215060e+01
4.268195151105408591e+00,2.681092649125390359e+00,1.315968503666899991e+00,3.921053921389705543e-01,2.523182728781614426e-01,9.792695635657175046e+00
2.715502900064756808e+00,4.618534421619370889e+00,7.262432813061270309e+00,4.748717007140089486e+00,9.040508194352817384e+00,3.325006451694846277e+01
3.521980457540707654e-01,1.806606215406343363e+00,3.385144927701426720e+00,5.774961880651225066e+00,8.527361578939423481e+00,2.518020822848308171e+01
3.502019519565764405e+00,2.679886825044200727e+00,6.188916884289574760e-01,8.213034776981039897e+00,3.796664432066789718e+00,2.679675628690308997e+01
5.715501954169343257e+00,9.835554181712204525e+00,1.594570604294576199e-02,1.454501406988659706e+00,7.791109940193554628e+00,3.804531985421674989e+01
8.051274852078378785e+00,7.692471190327553998e+00,5.369988910428292961e+00,9.788569810230560719e+00,3.961845599953205621e+00,4.683109712315848583e+01
6.019436981131123687e+00,6.336900454884830669e-01,4.098574499073387223e+00,7.225000875099220288e+00,2.387388407706993121e+00,3.146055077022039015e+01
9.438275890731484097e+00,6.867833676432891110e+00,2.875753828575714266e+00,7.689989227058563692e+00,8.316477180810910586e-01,4.479060011256944307e+01
9.747744225104565174e+00,4.928525907355851832e-01,9.334558911487182087e+00,2.528538777482611799e+00,7.578241076908904361e+00,3.476971286515439630e+01
7.369943310608917386e-04,2.542400891795997264e+00,7.491006066497199356e+00,5.323360708973222444e+00,1.149521496371148643e+00,1.693790694114510842e+01
3.936297458372752800e+00,3.755493550845425688e+00,5.681622441809498270e+00,6.679770724602177800e+00,8.408302424122499730e+00,3.614526724260655755e+01
4.972313969773725972e+00,3.920217173051701032e+00,1.439765340953816919e+00,8.048229649897223226e+00,7.133704054145599827e+00,4.090542239877534314e+01
4.086773974546852983e+00,5.184323099426694448e+00,6.651828444118887518e+00,1.648055898475377923e+00,2.719779440792025049e-01,2.337243264675871757e+01
3.175036991866853953e+00,5.955850196361630822e+00,4.866060912814587525e+00,6.925546268631270763e+00,8.196898055745352352e+00,4.122496622745996575e+01
4.884424667302758927e+00,1.342670237178248405e+00,8.506279997989658170e+00,5.749903272741143212e+00,7.399374807828706935e+00,3.657893749087067903e+01
7.046646536082915802e+00,9.682117713312416996e+00,2.953073223358138932e+00,7.053067727792620367e+00,3.656763331259182959e+00,4.581773619983218993e+01
3.954107209186417116e+00,2.305946366587214857e+00,3.440101756508538777e+00,9.482967516582631262e+00,2.925708469476009377e+00,3.446627950684659680e+01
2.459906059565867054e+00,5.831379784738219385e+00,2.580359567417546351e+00,4.733857255942950815e+00,8.341762565562369502e+00,3.587461348564988128e+01
2.304003143071755577e+00,4.266914121839199936e+00,6.104897350200318762e+00,5.456289245734854632e+00,9.747232374152371648e+00,3.437279726572489835e+01
6.803702543951950510e+00,7.399462420484398173e+00,9.669559479667332980e+00,4.144380252285210453e+00,3.553798150610512074e+00,4.095850971919673356e+01
4.386242976638254909e-01,1.842043065188271322e+00,2.371896320516758472e+00,1.835044670713384951e+00,7.547838931965644704e+00,1.683115754906529205e+01
5.358829812761117140e+00,6.676338014584672464e+00,8.204621608393736665e+00,2.307739412858946793e+00,3.259239398214991645e+00,3.171203693045185901e+01
7.083602670365968024e+00,3.927589459044727782e+00,2.927094010104414057e-01,4.349552190268779484e+00,9.082730864154143546e+00,3.530384619079858055e+01
4.090215115928747203e+00,3.322489164427469888e+00,9.895250829450271013e+00,6.444155642370131609e+00,3.659980264711808484e+00,3.036859068226268832e+01
1.020195313638073698e+00,7.878494449464211513e+00,7.080749334877576295e+00,9.219157992485648379e+00,2.172756300280083153e+00,3.777105530798201727e+01
1.149243499882319774e+00,7.240725264090635882e+00,2.033958419986956478e+00,1.761038377894961204e+00,3.198073353960721121e+00,2.171109368649775107e+01
8.168251414784377218e+00,5.395366051096307736e+00,4.585035510228097078e-01,4.638946746593171966e+00,6.839796113664752042e+00,3.817593435308576488e+01
5.383684384690157643e+00,5.724502181565559233e+00,2.247773283926646215e+00,8.477393315953481334e+00,5.613987175911240968e+00,4.229553763538969946e+01
7.132460130406766297e+00,9.818642170133024649e+00,4.281986576745321571e+00,8.810666126765084982e+00,7.281013941125014099e-02,4.511516086613571019e+01
3.340729261512009884e-01,5.902799217288169586e+00,3.114493955422006355e+00,2.482765670197002450e+00,2.779353572089585889e+00,1.982276072982225301e+01
3.184029346105875291e+00,7.289476961434228741e+00,5.691959722309444913e+00,7.890359725593334872e+00,8.301965798350519066e+00,4.387933164926722185e+01
8.429348593012820245e+00,4.146441491748875663e+00,4.212733963164108530e+00,9.262658801405839526e+00,6.617635946044105211e+00,4.831003753971240400e+01
8.046718397913876775e-01,5.421869540924682873e+00,3.560072596349069585e+00,9.874349897163630985e+00,1.365540646229257415e-01,2.797206738700593220e+01
6.121808730705580182e+00,7.236230943988580577e+00,2.889067713573552076e+00,9.736415182565320237e+00,8.595366270217112969e+00,5.085917412309402152e+01
9.156528409858124107e+00,1.923205935154848056e-01,5.698721513148089279e+00,2.946502419545466989e+00,8.490286349356630069e+00,3.576003620919053105e+01
6.328496569149624662e+00,5.388770043211097871e+00,1.145881696756057000e+00,5.402228047861907356e+00,6.319041463564266436e+00,3.642576972116803091e+01
9.559123093102044777e+00,5.850510104238695774e+00,9.674006017456544981e+00,9.616061156066621152e+00,6.502003358335974426e+00,5.336175031296043159e+01
5.059079841180887271e+00,4.660217438260493061e+00,8.903785611157825741e+00,2.825668297175676358e-01,1.138081980235715607e+00,2.337923382660880378e+01
1.020717291191518550e+00,7.569353251210547917e+00,3.396510238525347614e+00,6.379685447407009491e+00,6.037829038425655881e+00,3.614394785541831823e+01
3.858279697425316179e+00,5.315677222423985882e+00,6.451385335716600444e+00,9.409503298781382696e+00,5.756340728609814050e+00,3.992773742869400877e+01
6.143675117683143228e+00,6.785581770377546729e-01,9.522158147601119893e+00,5.280819279093861951e+00,8.012734198599218871e+00,3.381218105687486286e+01
5.029106314738907013e-01,4.209101357370910179e+00,2.569754591527015908e+00,2.669758986885899521e+00,7.914537299609294863e+00,2.083297245689056609e+01
6.238667252688535392e+00,4.397453118428479968e+00,1.058573958639341672e-01,9.649279429455297930e+00,9.620232533557238952e+00,4.638432242850437603e+01
2.175522102800384605e+00,4.134637231655668987e-01,5.301993630119021361e+00,9.514108146164074853e+00,9.103958457649349967e+00,3.085752127807209177e+01
5.846628638893966112e+00,3.035488506537071807e+00,3.299608837691959451e+00,8.979135514860276501e+00,4.917840356355769771e+00,3.696903004727196418e+01
1.311162289671455872e+00,2.484254759736073126e+00,2.767949014674990771e+00,1.235466849319093452e+00,4.630443815212913705e+00,1.529440665356900730e+01
9.160509082749911158e+00,6.687825429922609644e+00,7.247392424885612527e-01,5.494817809162722000e-02,2.762476674692543099e+00,3.026207407999558541e+01
3.626929347939404025e+00,7.767496690467758036e+00,9.670055239303666283e+00,3.875671734235436539e+00,6.866900298168610917e+00,3.695705151892278906e+01
9.949019073529631996e+00,7.456665838750144104e+00,6.361895490858444191e+00,7.807485417830428709e-01,3.232152011947302395e+00,3.533912146560157197e+01
9.133921584571568886e+00,2.010054816809057066e+00,8.435903592732081790e+00,6.963236850805055056e+00,3.663243708307546420e+00,4.159202424307003554e+01
5.291742697126565531e+00,5.428064687528135757e+00,7.140537850738862602e+00,5.165559410991961364e+00,1.330759901841662707e+00,3.195829295542373671e+01
7.734546715219126511e+00,4.062724969061187963e+00,9.630938902119272171e+00,2.835137822930343887e+00,2.630787802965846023e+00,3.155774159714885840e+01
3.335073956751826163e+00,5.723170159586254968e+00,8.948697402009823776e+00,1.762816401400147948e+00,2.796787975992201858e+00,2.252627289579050185e+01
5.816798431478618525e+00,4.543342421615150784e+00,4.473228872557253766e+00,8.207342620964064750e+00,9.238783025113612268e+00,4.245169966847797838e+01
4.813069660698818808e+00,6.873517954472737834e+00,8.010587110273938549e+00,5.183664103871638673e+00,2.943164089537353423e+00,3.337567781597000760e+01
6.380845977222837639e+00,5.851091003060592044e+00,9.015628197396104326e+00,5.240703676985603021e-01,9.101313871334667738e+00,3.539875665961054807e+01
5.344320281653596183e+00,1.567611604991392404e-01,3.447021787677880589e+00,7.243335638753197969e+00,4.884330879358329547e+00,2.862033357665895394e+01
9.801590374409924422e+00,4.226100738310485383e+00,3.266352296260077726e+00,8.216719344295681182e+00,5.479066993580313571e+00,4.721569708954044842e+01
6.823265790625589133e+00,8.057023380386775457e+00,6.714275461256202782e+00,4.224074947686645487e+00,1.247964478943006661e+00,3.537559055124861374e+01
5.802481665713004944e+00,8.974333267292596616e+00,4.188924265184149398e+00,9.107252348428405142e+00,5.035278197824020197e+00,4.787978954282194621e+01
6.208415624424765689e+00,8.329884760556428347e+00,5.645971096407214951e+00,9.096933929556350051e-01,9.809794008003951404e+00,4.005665789199547078e+01
2.458493019128336954e+00,7.105053286301985516e+00,5.051134386177387192e+00,4.787726368177080971e+00,2.439408188668914512e+00,3.043514473119626018e+01
7.221507657001041025e+00,1.127882648309872504e+00,9.904533093614851680e+00,8.453735371072038873e+00,5.345089400057920770e+00,3.981583204905444262e+01
4.245529560580094675e+00,2.864646324598676408e+00,5.015914709407675254e+00,8.794174620241680174e+00,2.750064007006836064e+00,3.194992121385722328e+01
5.005374588031359373e+00,2.345499020670308354e+00,3.371491136649514608e+00,1.902605089233324609e+00,9.905391939211877883e+00,2.999657008582491358e+01
5.714974464624555495e+00,7.328151240366954866e+00,9.824991345203670789e-01,3.661175500743158118e+00,8.926398030473215783e+00,3.656788289050022911e+01
8.443832642394788479e-01,1.654832283396131531e+00,6.254176103511685625e+00,6.227889941042251465e+00,8.382270444539296150e+00,2.851087680601317587e+01
9.354927638714213955e+00,1.419864754252637695e+00,2.593738185269995000e+00,4.274614056932558803e+00,9.032855212496304631e-03,2.332366714679760022e+01
6.981430295969492938e-01,2.264912779410216181e+00,4.811019640158117561e+00,2.515227381686128361e+00,8.766818922230481093e+00,1.876394196897010147e+01
3.242728755420110964e+00,9.246228121426286251e+00,9.747872607347099816e+00,4.498615339075787922e+00,2.271288168993236489e+00,3.155643439253098137e+01
2.916661334230032931e+00,7.763336816594462064e+00,2.733497077925910457e+00,3.805828679202845954e+00,4.785758584818498029e+00,3.232718999511707381e+01
5.751111164699841183e+00,9.961004403012381658e+00,2.322097551635923018e+00,3.534237032481688523e+00,2.628911770105109902e+00,3.167659027916922199e+01
3.611134366437103171e+00,1.008045168946205550e+00,3.598097672410471848e+00,8.878650314643884656e+00,2.985898478464490413e+00,2.880249141745634489e+01
3.719347798490688639e+00,9.444741644379346823e+00,7.283789963268682222e+00,5.167387148180483614e+00,7.771927284034405581e+00,4.175701842518904527e+01
1.231796488545039425e+00,4.644903532208423336e+00,1.182361287358663082e+00,2.336181450195800036e+00,1.418672597402586000e+00,1.569665359572356067e+01
3.618012391691393326e+00,3.816393203959258518e+00,9.473085818332409147e+00,2.641257311875292224e+00,4.724288453165168988e+00,2.466598840440110862e+01
8.113794039634868227e+00,8.156175864366616679e+00,7.503431870350202537e+00,2.878337621400729240e+00,4.949716194113570111e+00,4.376938414644101272e+01
1.862115951867232555e+00,1.883995227828042518e+00,4.358412131383109234e+00,7.385922212429410827e+00,5.265842599978379113e+00,2.992022115352900258e+01
8.866832208474523469e+00,8.309087977775758915e+00,3.160544282040556041e-01,5.684190428662160066e+00,6.091612643556430839e+00,4.441873784043507101e+01
9.615751443000814191e+00,2.323662670886172954e-01,5.311037709686289077e+00,2.047813619358524129e+00,5.366290629158909642e-01,2.509800502898425023e+01
5.874885247317233272e+00,7.726041436328024758e+00,7.748654492251878523e+00,3.028841015590677532e-01,4.069464002715893258e+00,2.878972956733880650e+01
4.450962714862050085e-01,2.478386469907697176e+00,1.928807027579483302e+00,2.151825792421572459e+00,3.391184140345285591e+00,1.215465769079342451e+01
2.774180418359982525e+00,9.622799113275982918e+00,3.524071200093821243e+00,8.941725152929718590e+00,1.810416715209250960e+00,3.918201702748516624e+01
7.637468671882142957e+00,6.134553602464276612e-01,4.627612294693412842e+00,5.510440235525937425e-02,8.102907630694360819e+00,2.428097852958660852e+01
9.504860360377838546e+00,3.510737082714565638e-01,9.338463614733145235e+00,7.738538914913529965e+00,3.588615787927953438e+00,4.015642570880000051e+01
9.088765512228052401e+00,2.962572712509009776e+00,4.092953122347619654e+00,9.671126219202164087e-01,6.569389619001439584e+00,3.289046088422783498e+01
2.960082874227187855e-01,4.849052751990372556e+00,6.831918502525338610e+00,8.212376009491109130e+00,1.499413896216621467e+00,2.492199244494453225e+01
7.540903662487173698e+00,7.190770235550295375e+00,5.595705341197842131e+00,5.846445977878640399e+00,9.127072085677812030e-01,3.377156517486081810e+01
6.004710432403802756e+00,3.815222070708323088e+00,8.675808513416470191e+00,3.130988817359901866e+00,5.765950773635246662e+00,3.285819231877008662e+01
4.265713997011943981e+00,8.762619382503130439e+00,2.539166669891890216e+00,7.880236030946041748e-01,7.486557209831396165e+00,3.258000936628951649e+01
4.128966169083215121e+00,5.890983591262914487e+00,2.638933171335111627e-01,9.521097913974021054e+00,8.776183773849764336e+00,4.518717129690683976e+01
6.238679005772774566e+00,1.702984211261804326e-01,3.779764739828765929e+00,9.787965377421489421e+00,6.813303587402346650e+00,3.674647832567892181e+01
1.609878613134191339e+00,4.605967486545006651e+00,9.667377438434860082e+00,5.347081744165933515e+00,2.461452802982455612e-01,2.234358164188677520e+01
6.197720842759776971e+00,2.712165309311598271e+00,9.884595187690436990e-01,4.029084447318930451e+00,5.585230974322447750e+00,2.654583272607668221e+01
1.704071804780271648e-01,5.590468086359474675e+00,5.112031468396374123e+00,7.939083830987600621e+00,4.235498168153971399e+00,3.122413379754295804e+01
5.534504296698862014e+00,7.420093040571263288e+00,8.971458717819455586e+00,3.800345760236875314e+00,6.016334957831465324e+00,4.022369262200402318e+01
6.946109034163817419e+00,4.327067644219617648e-01,8.007605084861348033e+00,3.774301852153938430e+00,6.702389414436098036e+00,3.471857001893783945e+01
4.716640662049490729e+00,7.023391426917072522e+00,7.243309792357789156e+00,1.915710134864673231e+00,6.621742342864505027e+00,3.270635911106048610e+01
8.513234378820872195e+00,2.355672005049748385e+00,7.581834698938778594e+00,6.338251131552236295e+00,9.551260344725637452e+00,4.384367418245616932e+01
2.602465772917608167e+00,1.542777776580035454e+00,3.121210152816998651e+00,2.579587781979186811e+00,7.568327604735128666e+00,2.118456873316554478e+01
7.331093038467982659e+00,6.696849008553337868e+00,2.163791144584878090e+00,8.618068074390896172e+00,9.565715558589277023e+00,5.130041538508526600e+01
5.316058181086445344e+00,6.493727306293858526e+00,5.006920990205621536e+00,2.835577151026038578e+00,2.861476039966042162e+00,2.875850429920129869e+01
3.134205227349131651e+00,1.908500041641539857e+00,9.019236326293176731e+00,8.583981340466857901e+00,4.616393613188368050e+00,3.233083386467917819e+01
3.672514125601704649e+00,9.390783565470986360e+00,2.223734692328100948e+00,5.535419594668016252e+00,5.449815554216264069e-01,3.376959576840894073e+01
1.912021970174490049e+00,6.040269333595097656e+00,6.621836528441696679e+00,5.809958186732396612e+00,8.696014159992897063e+00,2.924983470445804556e+01
9.934052208227470260e+00,7.638618421529112190e+00,4.650917841437588685e+00,8.339346694541026395e+00,1.203873941660016378e+00,4.479754432400320496e+01
6.832706964459297261e+00,5.183377874534339291e+00,1.780658862557183975e+00,9.729336172802140581e+00,3.384374197787475502e+00,4.158482881203158854e+01
6.154234059633834519e+00,8.785942375249520708e+00,5.066888439148206302e+00,1.151378501764318552e+00,8.187390843472899249e+00,3.738969522784902466e+01
3.532137670588004763e+00,9.830668688918388298e+00,8.838254464445579828e+00,8.534493333489571398e+00,3.562531775378994237e+00,4.300353692952425178e+01
7.571297778090656294e+00,9.863290630015889349e+00,5.263216119513312918e+00,4.707321549552315965e+00,1.466582097207080881e-01,3.785248302175740776e+01
7.002037687349362827e+00,8.584775686018540242e+00,2.474571860818299829e+00,3.150245771146567897e+00,5.006770213261564351e+00,3.480509784247592364e+01
7.208015736151685005e-01,8.964247609873698952e-01,4.211107588880808272e+00,2.612189527034216585e+00,4.060373025327685070e+00,1.242995092841908544e+01
4.543862980999380241e+00,9.762733967391181267e+00,9.442598201028372884e+00,1.397301515397660898e+00,8.825859737322463872e+00,3.858743068156664435e+01
8.020666233007855972e-01,5.076354697177540842e+00,1.639099001097653607e+00,3.658921453569340621e+00,7.433402256486646209e+00,2.803789782153530297e+01
4.245054793568499463e+00,8.069512875713337863e+00,7.188157110375418490e+00,9.428394462110162522e+00,5.341560205858773003e+00,4.443704969800183591e+01
8.021479539877953258e+00,3.229071063370518857e+00,3.457458450898646340e+00,4.005104635815054159e+00,4.109157342980890526e+00,3.357518468038301052e+01
1.032532206659745322e+00,5.190989393318635514e+00,9.680321926902557550e-01,8.897621358197639552e+00,6.184478322329312050e-01,2.560883273242375324e+01
4.496944303093087569e+00,2.846940663904304891e+00,1.548694156544790923e+00,7.838366908422123025e+00,7.149323989195256246e+00,3.693941651977003460e+01
1.459478901815131069e+00,6.327656411063101949e+00,7.925551673304460643e+00,7.733322203698868691e+00,9.227959766336157887e-01,3.022879275212264716e+01
6.855127190457762865e+00,7.160239208835770697e+00,8.621662670420272789e+00,5.080443388649866776e+00,4.610940003033573653e+00,3.938652620739370036e+01
9.651163249194699034e+00,7.965122557387535274e+00,5.587309908064890251e+00,3.306170713112794868e+00,8.452379960035106166e+00,4.378605587060414450e+01
4.554363894644046340e+00,9.268519215816062307e-01,4.549042727134398056e+00,8.719683961501463187e+00,4.482821468944454324e+00,3.161176392572020077e+01
1.434914774035012108e-01,6.114853239164696141e+00,9.958300034113987564e+00,8.172485840405117941e+00,6.172379466181478591e+00,3.407750215102606006e+01
9.143988867978849910e+00,8.135816816510619276e+00,4.986393527400404757e+00,5.912202854073818514e+00,7.312928092030198890e+00,4.813562817938858274e+01
8.464261639788647429e+00,5.817640237671140024e-01,7.748038571611511216e+00,4.475034399782019889e+00,6.607985603015407605e+00,3.435876258917249260e+01
7.646330109588500790e+00,5.395019250274483369e+00,1.585148505803990471e+00,4.095268315182661212e+00,7.687299375237977017e-01,3.616160597235504071e+01
6.893006911552638449e+00,9.537061819630833881e+00,7.952528122241870001e+00,3.897864227871187026e+00,5.842914960054943485e+00,4.240194246207006046e+01
3.042006758468691618e+00,5.410455995549650510e+00,3.007269057846402305e+00,7.383247567986099824e+00,2.593415079870254658e+00,2.855180511426437562e+01
9.640203904338944696e+00,6.619487321735314289e+00,6.877784768384376246e-01,1.077776350569314978e-01,9.970463442051004321e+00,3.936911861900670573e+01
2.205055782157935518e+00,3.125627484571775749e+00,2.084140142021083442e+00,9.281017724711823291e+00,6.520128596686141087e+00,3.500250520900062412e+01
5.043863235561108382e+00,5.576508144925703903e+00,3.178728472991872778e+00,6.141750023638413936e+00,4.196003634549319017e+00,2.820678552653273385e+01
1.992281464241791866e+00,6.566050997098814790e+00,3.738405692592120744e+00,7.850663791171616168e+00,4.153949575095269964e+00,3.603478347207526156e+01
5.082713750461963720e+00,7.874664791808962505e+00,4.478780929197311522e+00,9.662211351241644763e+00,7.930286671951116695e+00,4.761515549613318399e+01
8.264304053149786000e+00,9.539204667037276764e+00,3.888506288432074243e+00,5.800802641821708683e+00,6.935917407956035063e+00,4.864784069423014756e+01
6.734584835406307590e+00,9.529367945610195179e+00,2.883486338783345371e+00,2.913615286259919834e+00,9.180044020391466830e+00,4.331391665863574048e+01
7.993056417265595570e+00,2.033566240695977356e+00,5.700468780927677059e+00,7.457637340963282568e+00,3.530363904475091186e+00,3.375150382719139941e+01
4.343822512213900922e+00,5.753966116608929759e+00,4.671085575482106123e+00,7.530423900690328409e+00,5.938753683069730727e-02,3.014832829454639906e+01
4.346325243910504454e+00,3.375813753288715802e+00,6.091640528298269075e+00,7.759584418813596507e+00,7.614516220153022541e-01,3.476214950542768634e+01
1.580597336011924092e+00,6.650816241420333341e+00,7.384024410154169438e+00,5.882017770788353417e+00,9.828033489679263823e+00,3.943677647972511835e+01
4.994614891065745965e+00,1.362923350976436021e+00,6.862910603710799862e+00,6.020755221947981184e+00,5.904214750302633874e+00,2.996387931757862333e+01
5.458536352463982055e+00,9.390957095495389595e+00,1.291563968265579954e+00,7.319729852497836031e-01,1.541171693773197848e+00,2.812223948690472852e+01
2.449902099049504400e+00,5.929463194364691603e+00,6.124252490967343476e+00,2.326018774570842496e+00,4.892254993109375505e+00,2.546566558777557177e+01
4.820618527677348553e+00,4.531107662852249973e+00,8.035452949126581146e+00,4.716930698756318208e+00,7.583654959561659581e+00,3.516700331058116547e+01
1.664811318047980659e+00,5.319673440731680358e+00,8.241047760631955654e+00,1.777165839162576644e+00,4.649221686976623857e+00,2.171509993921560877e+01
6.090793160357167224e+00,1.847745748372873198e+00,7.567656059114030498e+00,7.899624779631742033e-01,9.464155089077188165e+00,2.894006265010283485e+01
4.682214942181357031e+00,3.361230863654764978e+00,1.168070071626403639e+00,4.325966430678647612e+00,6.598040293907717846e+00,2.934226283812223812e+01
9.448727914238408410e-01,3.062690951677486062e+00,8.360175827727111653e+00,6.461810255983272633e+00,2.063730118576239114e+00,2.087578031761722741e+01
1.609097957930891720e+00,9.044850262008999664e+00,2.870202213409843495e+00,1.795001688986302968e+00,9.999640185426024175e+00,3.550893854519166837e+01
3.091918277779059032e+00,1.247401878093636896e+00,4.617576297529470963e+00,4.343451101984820539e+00,9.268024758303310406e+00,2.226231036416822207e+01
1.342049474763047368e+00,9.113640612930684615e-01,9.297867090668010537e-01,9.042874658222363138e+00,4.493691779610770709e+00,2.398859813525281837e+01
1.506065281552256829e+00,5.938300983792905718e+00,5.376233556508321243e+00,1.984067477488993259e+00,6.030381394263709893e+00,2.297695843028237306e+01
3.402312343169455744e+00,2.383707677308699591e+00,5.104006108990280843e+00,2.916492615163876145e+00,2.221399217612132215e+00,1.917117622430269819e+01
8.797224082996741856e+00,1.557625765734172996e+00,2.805899772848325036e+00,3.861383798498256859e+00,2.736383103000228356e+00,2.784426012658390803e+01
2.107106425777696135e+00,7.711460970545880755e+00,3.290161587235814977e+00,1.125129576993384450e+00,5.408951624566958216e+00,2.894436366176196884e+01
1.254884972364103124e+00,3.575196074409279223e+00,8.818267622722839150e+00,3.691611951062196972e+00,6.325089742882500587e+00,2.351697297736791015e+01
5.146255360086312791e+00,1.377248457779756130e+00,6.490695977908352177e+00,8.560349969338062692e+00,9.321247404534405145e-01,2.898823647861989983e+01
7.536800891297915861e+00,6.902112815189781259e+00,8.666605749971459716e+00,1.040919321334670133e+00,3.056953793966787902e+00,3.097455273642545137e+01
6.942914872263741266e+00,2.201797888665024683e-01,7.340756777304886072e+00,8.579785790011209556e+00,4.533040523767574825e+00,3.844993766232849453e+01
4.343299034266521197e+00,2.784689620693660217e+00,5.051870005087333304e-02,1.863035166663560283e+00,9.798641184223711775e+00,2.598824313105468420e+01
8.672860771213565911e+00,2.665046387489213853e+00,9.637488571210464983e+00,3.677126159532858374e+00,2.975853747511800762e+00,3.299790142157169726e+01
1.528076354498851819e+00,9.016110695106739570e+00,9.869924910668592233e+00,3.274114040526824532e+00,7.034304233584268928e+00,3.234379623686798055e+01
3.353034098095546423e+00,1.049907393054552163e+00,3.926923068823239049e+00,5.515699607611760591e+00,1.230167591764942392e+00,1.906838122767382870e+01
8.182727747897612147e+00,4.973631168932895363e+00,2.343829525045729945e+00,5.927595785429433661e+00,7.932593060544021135e+00,4.232250097417624346e+01
3.276243490519758161e+00,7.014763244005943754e+00,4.278591799806873652e+00,9.640511688456008699e+00,7.709400866027316113e+00,4.619918126376281009e+01
3.563509025220209736e+00,1.774795906176207527e-01,6.575198953804280322e+00,1.978721585848522979e+00,1.218791756491327538e+00,1.474479963568081331e+01
9.317764513967937035e+00,9.999489702149167769e+00,2.698888205643851457e+00,3.017685521659379866e+00,1.649889392381687081e+00,4.188048625938331782e+01
4.576847759296237328e+00,8.658437598357476617e+00,7.015059521248777408e+00,8.463315580765875978e+00,2.284816556735804749e+00,4.260684704064874495e+01
7.304560674084800809e+00,9.185266283960602962e+00,2.814161142143904115e+00,6.906535435911851373e+00,4.006574116898544702e+00,4.353104734024284994e+01
2.902266451589226026e+00,9.696234687543494601e+00,3.486332299682927349e+00,1.078496812606872801e+00,3.885892096203356072e+00,2.557022458681782240e+01
4.476782909599823057e+00,7.522108254992378562e+00,9.499142669470026945e+00,8.170569837942126767e+00,9.309413112551061076e+00,4.950996555007353095e+01
4.750601299749311224e+00,7.193165682364341507e+00,3.090495850124024280e+00,6.958710851901794836e-01,3.654735253259935313e+00,2.799054962293628179e+01
6.979152283282976654e+00,2.746221102480437271e+00,8.614058956415210133e+00,7.907728499829018709e+00,1.940425491846029526e+00,3.540847017965936772e+01
3.308367624908067128e+00,8.253026175490917993e+00,2.439377895112993855e+00,3.316021456671306211e+00,3.430669324230867012e+00,2.924144317311053598e+01
8.010420278257667448e+00,3.703026560501676556e-01,7.378698312141429572e-01,5.784515481629375344e+00,3.971119909960666661e+00,2.879551583205890353e+01
6.328853196107075973e+00,2.664612761793828888e+00,9.095826774815607862e+00,7.609418871744560775e+00,6.774622055039603019e-01,3.455206807093239973e+01
7.839054772850341024e+00,9.695823723122513726e+00,9.424356205874730108e+00,7.354837980254477436e+00,1.235937534812155958e+00,4.620251282566844964e+01
5.760767658404541081e+00,2.842327288404887575e+00,9.702129436362472603e+00,7.174857253616093722e+00,6.107655897874192163e+00,3.890494334803833709e+01
6.950880426047262084e+00,4.379791291096805317e+00,3.727367514376066282e+00,9.357995794399641909e+00,3.319271347926866511e+00,4.211317823203531674e+01
4.143613173271931682e-01,4.008401541544573732e+00,7.903403526216722597e+00,6.484683580489194910e+00,9.621707754778746846e+00,3.039298035750258720e+01
